msp,phylum,class,order,family,genus,species
msp_0473c,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,[Clostridium] sp. 2789STDY5834874 & sp. 2789STDY5608885
msp_0474,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Dakarella,Dakarella massiliensis
msp_0475,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:891
msp_0476,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Muribaculaceae bacterium sp5
msp_0477,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,Firmicutes bacterium CAG:83
msp_0478,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 6,unclassified Clostridiales 6,[Clostridium] phoceensis
msp_0479,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,[Eubacterium] sp. Marseille-P5640
msp_0480,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0481,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. CAG:579
msp_0482,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella multacida
msp_0483,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp. CAG:933
msp_0484,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,unclassified Faecalibacterium
msp_0485,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_0486,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis subsp. lactis
msp_0487,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0488,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus massiliensis
msp_0489,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unclassified Blautia
msp_0490,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0491,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0492,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 6,unclassified Clostridiales 6,unclassified Clostridiales 6
msp_0493,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,[Eubacterium] sp. CAG:603 & sp. 2789STDY5608818
msp_0494,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_0495,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unclassified Prevotellaceae,unclassified Prevotellaceae
msp_0496,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0497,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
msp_0498,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. CAG:488
msp_0499,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,[Clostridium] sp. CAG:590
msp_0500,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,unclassified_Erysipelotrichaceae,unclassified_Erysipelotrichaceae
msp_0501,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii
msp_0502,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_0503,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Coraliomargarita sp. CAG:312
msp_0504,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0505,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,unclassified Oscillibacter
msp_0506,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea formicigenerans
msp_0507,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0508,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales,unclassified Bacteroidales
msp_0509,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 6,Evtepia,Evtepia gabavorus
msp_0510,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] glycyrrhizinilyticum
msp_0511,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_0512,Tenericutes,Mollicutes,RF39_Mollicutes,unclassified_RF39_Mollicutes,unclassified_RF39_Mollicutes,[Firmicutes] bacterium CAG:321
msp_0513,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0514,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0515,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,unclassified Clostridium
msp_0516,Lentisphaerae,Lentisphaeria,Victivallales,unclassified Victivallales,unclassified Victivallales,unclassified Victivallales
msp_0517,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Bacteroidales bacterium H10
msp_0518,Actinobacteria,Coriobacteriia,unclassified Coriobacteriia,unclassified Coriobacteriia,unclassified Coriobacteriia,unclassified Coriobacteriia
msp_0519,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:924
msp_0520c,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides gallinarum
msp_0521,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,[Ruminococcaceae] bacterium CIM:MAG 1403
msp_0522,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Anaerotruncus colihominis
msp_0523,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,unclassified Alistipes
msp_0524,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mordavella,Mordavella sp. Marseille-P3756
msp_0525,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_0526,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0527,Tenericutes,Tenericutes 3,Acholeplasmatales,unclassified_Acholeplasmatales,unclassified_Acholeplasmatales,[Clostridium] sp. CAG:307
msp_0528,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,unclassified Parabacteroides
msp_0529,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,[Eubacterium] sp. CAG:581
msp_0530,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena 2
msp_0531,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_0532,Verrucomicrobia,Opitutae,unclassified Opitutae,unclassified Opitutae,unclassified Opitutae,unclassified Opitutae
msp_0533,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified Roseburia
msp_0534,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,Firmicutes bacterium CAG:176_63_11
msp_0535,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unclassified Prevotellaceae,Prevotellaceae bacterium CIM:MAG 724
msp_0536,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0537,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. An31A & Marseille-P5061 & UBA1813
msp_0538,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens
msp_0539,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified Roseburia
msp_0540,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,[Clostridium] sp. CAG:448
msp_0541,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0542,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,[Clostridiaceae] bacterium CIM:MAG 755 / [Clostridium] sp. CAG:230
msp_0543c,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. CHKCI003
msp_0544c,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii
msp_0545,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 6,Pseudoflavonifractor,Pseudoflavonifractor sp. An184
msp_0546,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. CAG:245 & CIM:MAG 941
msp_0547,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unclassified Prevotellaceae,unclassified Prevotellaceae
msp_0548,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0549,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified Prevotella
msp_0550,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0551,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,[Eubacterium] sp. CAG:192
msp_0552,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,unclassified Oscillospiraceae
msp_0553,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_0554,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus 2
msp_0555,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,[Subdoligranulum] sp. CAG:314 & CIM:MAG 76
msp_0556,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0557,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,unclassified Akkermansiaceae,unclassified Akkermansiaceae
msp_0558,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,unclassified Blautia
msp_0559,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_0560,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_0561,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0562,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enorma,Enorma massiliensis
msp_0563,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0564,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,[Fusobacterium] sp. CAG:439
msp_0565,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0566,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0567,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 1,unclassified Clostridiales 1,Firmicutes bacterium CAG:475
msp_0568,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:1124
msp_0569,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Anaerotruncus sp. CAG:528
msp_0570,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium
msp_0571,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0572,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus
msp_0573,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta
msp_0574c,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium necrophorum
msp_0575,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,[Eubacteriaceae] bacterium CHKCI004 & [Eubacterium] sp. An3
msp_0576,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unclassified Roseburia
msp_0577,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,[Clostridium] sp. CAG:1013
msp_0578,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. CAG:269
msp_0579,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,unclassified Lachnospiraceae
msp_0580,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified Fusobacterium
msp_0581,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Firmicutes bacterium CAG:212 / [Clostridium] sp. 2789STDY5834871
msp_0582,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,[Clostridium] sp. CAG:632
msp_0583,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fournierella,unclassified Fournierella
msp_0584,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp. CAG:298
msp_0585,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii 1
msp_0586,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. CAG:343
msp_0587,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified Fusobacterium
msp_0588,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0589c,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 3,unclassified Clostridiales 3,unclassified Clostridiales 3
msp_0590,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,unclassified Parabacteroides
msp_0591,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unclassified Lachnoclostridium
msp_0592,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_0593,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Bacteroidales bacterium CIM:MAG 858
msp_0594,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium sp. CAG:266
msp_0595,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,Cryptobacterium sp. CAG:338
msp_0596,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,Clostridiales bacterium UBA4696
msp_0597,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0598,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:1092
msp_0599,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unclassified Prevotella
msp_0600c,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella cibaria
msp_0601c,Firmicutes,Tissierellia 2,unclassified Tissierellia 2,unclassified Tissierellia 2,Anaerofustis,Anaerofustis stercorihominis
msp_0602c,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis 2
msp_0603c,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas artemidis
msp_0604,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea sp. CAG:105
msp_0605,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,unclassified Oscillospiraceae
msp_0606,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,unclassified Ruminococcus
msp_0607,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unclassified Prevotellaceae,unclassified Prevotellaceae
msp_0608,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Muribaculaceae bacterium sp7
msp_0609,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_0610,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum subsp. animalis
msp_0611,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Bacteroidales bacterium H2 / [Prevotella] sp. CAG:251
msp_0612,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,unclassified Oscillospiraceae
msp_0613,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,Catabacter,unclassified Catabacter
msp_0614,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,unclassified Muribaculaceae
msp_0615,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,unclassified Oscillospiraceae
msp_0616,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae
msp_0617,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,unclassified Sutterellaceae,unclassified Sutterellaceae
msp_0618,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas,Turicimonas muris
msp_0619,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0620,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales
msp_0621,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Peptostreptococcaceae,Intestinibacter,Intestinibacter bartlettii
msp_0622,Firmicutes,Clostridia,Clostridiales,Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae,unclassified Christensenellaceae-Catabacteriaceae
msp_0623,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium sp2
msp_0624,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0625,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Firmicutes bacterium CAG:646
msp_0626,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter portucalensis
msp_0627,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve
msp_0628,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Muribaculaceae bacterium sp1
msp_0629,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 3,unclassified Clostridiales 3,unclassified Clostridiales 3
msp_0630,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,[Eubacterium] sp. CAG:161
msp_0631,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0632,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0633,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella michiganensis 1
msp_0634,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 6,Flavonifractor,unclassified Flavonifractor
msp_0635,Bacteroidetes,Flavobacteriia,Flavobacteriales,unclassified Flavobacteriales,unclassified Flavobacteriales,Flavobacteriales bacterium CIM:MAG 32_1
msp_0636,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes [Bacteroidales] bacterium 55_9
msp_0637,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. Marseille-P2431
msp_0638,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enteroscipio,Enteroscipio rubneri
msp_0639,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii 6
msp_0640,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,unclassified Oscillibacter
msp_0641,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0642,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified Rhodospirillaceae,Proteobacteria bacterium CAG:495
msp_0643,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,unclassified Clostridiales 5
msp_0644,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 3,unclassified Clostridiales 3,unclassified Clostridiales 3
msp_0645,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,[Clostridium] sp. CAG:452
msp_0646,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unclassified Prevotellaceae,[Bacteroides] sp. 43_108
msp_0647,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,Clostridia bacterium UC5.1-2E3
msp_0648,Tenericutes,Mollicutes 2,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella biformis
msp_0649,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus sp. Marseille-P4266
msp_0650,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,Agathobaculum,unclassified Agathobaculum
msp_0651,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. Marseille-P4119
msp_0652,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0653,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Muribaculaceae bacterium sp2
msp_0654,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 5,unclassified Clostridiales 5,Firmicutes bacterium CAG:103
msp_0655,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,[Ruminococcus] sp. 2789STDY5608817 / [Eubacterium] sp. 2789STDY5834872
msp_0656,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas sp. UBA2849 & sp. CAG:777
msp_0657,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 2,unclassified Clostridiales 2,Clostridiales bacterium CIM:MAG 272
msp_0658,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unclassified Bacteroides
msp_0659,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Caecibacter,Caecibacter massiliensis == Megasphaera hexanoica
msp_0660,Candidatus Melainabacteria,unclassified Candidatus Melainabacteria,Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales,unclassified Candidatus Gastranaerophilales
msp_0662,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,bacterium OL-1
msp_0663,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0664,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0665,Firmicutes,Tissierellia 3,unclassified Tissierellia 3,Clostridiales Family XIII. Incertae Sedis,unclassified Clostridiales Family XIII. Incertae Sedis,Clostridiales Family XIII bacterium CIM:MAG 1057
msp_0666,Actinobacteria,Coriobacteriia,unclassified Coriobacteriia,unclassified Coriobacteriia,unclassified Coriobacteriia,unclassified Coriobacteriia
msp_0667,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unclassified Prevotellaceae,unclassified Prevotellaceae
msp_0668,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus sp. CAG:782
msp_0669,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0670,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,unclassified Oscillibacter
msp_0671,Tenericutes,Tenericutes 3,Erysipelotrichales 2,Erysipelotrichaceae 2,Turicibacter,Turicibacter sanguinis 1
msp_0672,Verrucomicrobia,Opitutae,unclassified Opitutae,unclassified Opitutae,unclassified Opitutae,unclassified Opitutae
msp_0673,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0674,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,[Eubacterium] sp. 2789STDY5834909
msp_0675,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella sp. CAG:521
msp_0676,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0677c,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia exigua
msp_0678,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified Ruminococcaceae,unclassified Ruminococcaceae
msp_0679,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 4,unclassified Clostridiales 4,unclassified Clostridiales 4
msp_0680c,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,unclassified Muribaculaceae,Muribaculaceae bacterium sp8
msp_0681,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:617
msp_0682,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,unclassified Oscillospiraceae,uncultured Clostridiales bacterium RUG798
msp_0683,Firmicutes,Clostridia,Clostridiales,unclassified Clostridiales 3,unclassified Clostridiales 3,unclassified Clostridiales 3
